texture_consistency,eye_blink_frequency,facial_boundary_consistency,color_consistency,lighting_consistency,noise_pattern_consistency,motion_smoothness,micro_expression_presence,compression_artifacts,background_foreground_consistency,label,is_real
1.0,0.8968287076172693,0.7627977213847537,0.6287601417538611,0.6254333390165152,0.8283771157898636,0.8127597331333025,0.8415864110431368,0.8247458393604912,0.5245379547360274,1.0,Real
0.995994679405709,0.8613191236607838,0.7613150458352389,0.5097051282154248,0.7130906267805077,0.6235130107025713,1.0,0.38968240343933375,0.7909767335189657,0.8327228064060701,1.0,Real
0.9294947229968477,0.6585325643520927,0.7298974249990623,0.7522032292093795,0.632265253037664,0.8472420650765788,0.7318577777088328,0.6077231540364062,0.7332635703664997,0.6843812549514885,1.0,Real
0.7481629840729628,0.6154118442771253,0.7613706837290589,0.6484257432731833,0.8962679600126626,0.7279413927746792,0.6261754204811233,0.7576869914432905,0.699894385311339,0.6654413170794038,1.0,Real
0.9796126248515546,0.9328142777545975,0.7179835693604688,0.9736089205274928,0.7723001185803168,0.6994371043322941,0.657989600468859,0.7407171047018437,0.971131208650863,0.7755624333563231,1.0,Real
0.7406285084440007,0.5436369321065722,0.28373832336333543,0.6932118547053495,0.13296989468844034,0.18491789400420894,0.939818885061745,0.5989359161473573,0.07978512675839572,0.08550840865128595,0.0,Fake
1.0,0.7409008779278069,0.6437389849634306,0.5229428411080759,0.4795290485616083,0.5123796085491765,0.7900689976517226,0.6937318613514596,0.37848756074120504,0.8842557471114173,1.0,Real
0.690099144755607,0.29335639221095344,0.23688472642520192,0.8276686147570357,0.4936834846943282,0.3184506033537029,0.2216666359739235,0.6830703835247062,0.17876603186764994,0.3571132148065987,0.0,Fake
0.7940632403576563,0.7215404687075465,0.32931375514194317,0.5532117415017018,0.7691687003618318,0.6688884783498393,0.48578939755244654,0.18751953021251597,0.3401941318323926,0.3179279837910338,0.0,Fake
0.5872852921627757,0.3813945921936868,0.23269374608721288,0.8765777444776508,0.4929219581273236,0.0,0.5818148129911795,0.28274905226378555,0.43509798664804605,0.5894493847290456,0.0,Fake
0.7584974887345661,0.8294539131535096,0.7394251832911363,0.8229752465739303,0.759671162221518,0.4536800150469193,0.6090996909271869,0.7285268231301936,0.3228075822980067,0.8399893094994306,1.0,Real
0.4519019787335683,0.029945779099257996,0.1065434615559041,0.3394497098349204,0.17144249690162316,0.45272289284621925,0.3569427497505123,0.0,0.48099511684433793,0.512159729118342,0.0,Fake
0.6463214948336183,0.466514263761761,0.19001189865961313,0.6473832691597668,0.2713894485877198,0.5503263650417121,0.6286909055048863,0.4921098204595571,0.4358681645603468,0.42592792967719306,0.0,Fake
0.6174032960784773,0.537495498501385,0.6770132789055039,0.5781181344817021,0.13157168131425334,0.29926478449152377,0.2809670589100407,0.44785090701526553,0.48727071100290664,0.18222146519485272,0.0,Fake
0.7521012239168285,0.5960444351301575,0.2306051426557852,0.7676443952164715,0.2675558509951059,0.5326947464034812,0.4575259805899759,0.4356372495621152,0.294001339625104,0.0941938527560427,0.0,Fake
0.7138145913215506,0.8028083094771445,0.5622690863714334,0.9665646906109889,0.7376773232411147,0.9175943747382191,0.8014088019566556,0.5808161341905659,0.9687149182285162,0.8171562840025972,1.0,Real
0.7527627568784327,1.0,0.7990391060646244,0.7171349206786704,0.8744108371775233,0.4183297036488172,0.7853421837162848,0.6538916511037767,0.3370844564164017,0.9215631064810393,1.0,Real
0.8279019771361759,0.9799108369503866,0.7336859777314714,0.8102567583148412,0.8535215987566669,0.6898169292171246,0.7836138722715625,1.0,0.24577582241495827,0.63404853242168,1.0,Real
0.9378377867303358,0.26515273332039124,0.23603341435224823,0.45616839496569084,0.04656526066566413,0.5001158335043531,0.2667611190229492,0.12398613219192842,0.2599974284008372,0.6014298433725145,0.0,Fake
0.35351375216719993,0.0,0.2286269644285649,0.4379167499552116,0.0,0.25005396476967384,0.24475042869651575,0.6276675556416895,0.27299563765742724,0.42659779694818567,0.0,Fake
0.6683828996828711,0.7255810640891559,0.7561378763093581,0.5996718816327791,0.8611236518130189,0.6730179650292623,0.7157100126989973,0.43429745172708056,0.7149124995205927,0.7213458356099747,1.0,Real
0.7383237150242776,0.4716492383369937,0.08657361601068297,0.7264225677831537,0.149556596214655,0.19951295252939297,0.05664296187686457,0.24971957062287264,0.5450624916955957,0.4531256176887913,0.0,Fake
0.6271718848163313,0.40831273533639456,0.011865674478709565,0.7359786618773945,0.9010435487439803,0.2888778771692393,0.4961917952752432,0.21986803452632322,0.0,0.3159483506408189,0.0,Fake
0.7066414635798625,0.4594529594755934,0.45977676706347287,0.5150348042477717,0.32490914799941994,0.41557590483187146,0.3671786012586661,0.0,0.30404007388496124,0.17971871314793725,0.0,Fake
0.6075393146247846,0.4708241779177036,0.8107277504209578,0.6052844458775225,0.6018466479573598,0.5792881740801455,0.15532423239459303,0.551426667294632,0.41722899260524576,0.3045047480093184,0.0,Fake
0.6314288316832032,0.8207202535703993,1.0,0.9518130069232467,0.9889779939959096,0.6733176485353223,0.6015592769612128,0.5829511836263946,0.3487262047423728,0.9141287277706422,1.0,Real
0.4155174030312093,0.19452570303081865,0.6617578368993788,0.6869948295777687,0.6759284262225598,0.27546488320960505,0.3014602504349436,0.0,0.2590410565244614,0.1420386937946231,0.0,Fake
0.42873029634375914,0.4426577060236212,0.3587029337286932,0.7462014853326011,0.0,0.2906785081860403,0.3982643869833562,0.11979718327609856,0.42726466356231196,0.30910575580277566,0.0,Fake
0.5174004853400801,0.7602844462209041,0.5906544429410843,0.8210388645952772,0.6120863648649295,0.9824901607526308,0.6325120061495645,0.6024633366078032,0.6543662724553237,0.5653703525349068,1.0,Real
0.38887210204028066,0.44677533023760796,0.1295415700327153,0.6839542795212279,0.4317214615403535,0.2884383057722232,0.18228284031055375,0.1726638155433085,0.456963467269182,0.5957961004978124,0.0,Fake
0.5832813064594452,0.7869757167648007,0.8247332622745178,0.92102235577819,0.987081102985256,0.5977358712258197,0.6283713733184493,0.7081929460274886,0.6233843824921602,0.8199537561669502,1.0,Real
0.7319062939178277,0.2061781097101628,0.7599624191571852,0.8865108695780742,0.5064260003062918,0.19182012366648934,0.1940294107556722,0.5663969618499884,0.08008475768969353,0.2669572464189457,0.0,Fake
0.831942637200555,0.7509633404716407,0.6845421164210147,0.7335585294111254,0.7367455561191997,0.6944983455176809,0.7111805905999347,0.99623392635346,0.5349906145778589,0.7056779522956259,1.0,Real
0.4687241295531383,0.7672539118721126,0.725980080665004,0.8507010114675698,0.7819794942356534,0.6372046002391771,0.7021419096500072,0.6531395591915516,0.10650759597196768,0.7531967473007913,1.0,Real
0.8638392884680147,0.7921787135954064,0.7656301655927814,0.7406110308150716,0.6369053116699985,0.7078987384699839,0.4960564778706922,0.5321095200122563,0.4740934817754998,0.5844616024176343,1.0,Real
0.7966361348397006,0.9713034325424328,0.8786489434803029,0.7260092205054859,0.7471475688145967,0.5996205953043287,0.7472230296011415,1.0,0.6539566573638358,0.6259153584671515,1.0,Real
0.8284253232053249,0.6639449994092131,0.7463468111608526,1.0,1.0,0.8154485504511049,0.7557005217252301,0.6996650285031765,0.5918925264502476,0.5965811152202392,1.0,Real
0.5647775132080275,0.3437593022121832,0.3536033744088893,0.6894669457723575,0.07662832734383468,0.4685134547694661,0.0,0.2240230895272379,0.252345231509691,0.4766653652142477,0.0,Fake
0.6830227571899469,0.8784598191485209,0.7821140616195306,0.5631391831932018,0.7759771388776773,0.8077976069593256,0.6174213845698301,0.7296294530245074,0.7310341398286244,0.5785544553254065,1.0,Real
0.20853228217320197,0.4096316931981051,0.4777320337286205,0.4488295809320132,0.42352396804194214,0.37961788395965523,0.17378633266774152,0.20755584727018977,0.5873469240354662,0.6372670811411957,0.0,Fake
0.6359244545263847,0.2926411528523461,0.5019029774972216,0.8008584006417073,0.33803477129401927,0.4487120408668583,0.4081794115180012,0.0,0.1257512519811216,0.5358819969581631,0.0,Fake
0.4621843177051438,0.7460229186826175,0.759034531491154,1.0,0.7211458552828316,0.7952321013500419,0.7447932345442135,0.7967095627011732,0.35524514462000367,0.8627899549030161,1.0,Real
0.7700311357173424,0.7271295245429185,0.8562163015032885,0.8935053475191876,0.6321015809238075,0.5503150569663333,0.47456919403450554,0.6799195915037576,0.7021838972811043,0.42706641105712756,1.0,Real
0.5313588146313925,0.7390390148553866,0.0,0.7796341471323923,0.4240423779883482,0.46686283328706196,0.32990485588565893,0.3385218593996915,0.4321100170655233,0.3037861045084639,0.0,Fake
0.47437125216616427,0.6247828770422899,0.17952264678517926,0.7652411557551848,0.47649084332846015,0.255164364979207,0.19564560852142496,0.6719041331551946,0.39549917514641075,0.47719355014234754,0.0,Fake
0.6724067324849442,0.961402116027837,1.0,0.6955742159340511,0.6831746217898842,0.9680076715676551,0.9869358218596068,0.6668933572779895,0.6140426514235696,0.707732308670924,1.0,Real
0.33036459091450193,0.3560062958328164,0.0,0.7240884149757639,0.037701355511628065,0.6506839656857998,0.2839759812067099,0.3076666036137646,0.22445321878309885,0.2923922252155847,0.0,Fake
0.933155054328803,0.8373146555202924,0.7160273851725252,0.606084114491478,0.6941689835893421,0.9133122929556279,1.0,0.7536203404059951,0.6835912246590958,0.5820573850066484,1.0,Real
0.489364550930546,0.4639520714397294,0.38909634631065815,0.7537516766614004,0.43719507790000917,0.0,0.4864138980125262,0.37523558073239344,0.3055050206443469,0.7593724391439116,0.0,Fake
0.5790064584872752,0.4071606573589466,0.18096920831476818,0.44998548898162033,0.3432149548144182,0.03104880836733348,0.43413992620369574,0.23441584463345785,0.5262293441626738,0.35026513774688145,0.0,Fake
0.7904923941072339,0.0,0.5036414433263474,0.7141931567004036,0.45165372793491787,1.0,0.0,0.6949393299522217,0.29251049611992885,0.4074657808806018,0.0,Fake
0.7275211624462417,0.5078113374751038,0.36676532558587216,0.5528011095223803,0.43195255919189945,0.17778241796528588,0.6306739940250381,0.4895806545078055,0.26139119577430353,0.2541014065201513,0.0,Fake
0.6040212933738196,0.3921336930406221,0.3919068460525589,0.5708906254906991,0.39676960515791965,0.557088683283389,0.18278756957999504,0.6348991642493895,0.3316587951709748,0.17244609769229183,0.0,Fake
0.7572812423991633,0.323987941289276,0.6838139051652662,0.665842057774637,0.6729557581419703,0.2855943691015883,0.6150864218190157,0.06863699810049234,0.46718084023292983,0.20264597281047558,0.0,Fake
0.7433178679519303,0.3178737760949011,0.2531652097502526,0.41898380440680744,0.31492430882026184,0.44830112944935674,0.34814228768643685,0.4113962145372475,0.7126815397030846,0.2814242276884872,0.0,Fake
0.4501656546793516,0.2228884317191193,0.6977702703706663,0.5973262404080804,0.7165114086958404,0.5128303524236533,0.4464133454670772,0.42374662946350394,0.4287594596432503,0.0,0.0,Fake
0.742580443552135,0.8512229238249905,0.5815916967656553,0.8073614619276076,0.7749678312319584,0.8238676896012224,0.7933752965861727,0.8412590004182693,0.35706479635080446,0.6703504567497274,1.0,Real
0.8690295240904828,0.2452537394457156,0.07828519694850511,0.7249983726039766,0.0,0.3297438562596934,0.2303124838837906,0.15668242180293693,0.3363753149664094,0.4227941261705476,0.0,Fake
0.8631016581880208,0.5190315942368643,0.34022056330517886,0.7685986421630148,0.33951910988450607,0.6908211032510982,0.5993783431069439,0.3375991981267936,0.5402898554116173,0.2766985959263896,0.0,Fake
0.6837519920254993,0.6402002876262671,0.5258834082274806,0.4927612422304628,0.6252992900039076,0.41262642800263105,0.48741315917178324,0.6433081718557205,0.12768395009728972,0.3428348842587074,0.0,Fake
1.0,1.0,0.8457076652161135,0.8251266712416685,0.47984133987708916,0.6685989300398968,0.6318324372137641,0.6417414625985435,0.39169215082125575,0.6791864133454308,1.0,Real
1.0,0.1921322988560651,0.34859100290388906,0.5893930144753061,0.27562842354426687,0.2043076756639314,0.4139049341565911,0.680723453698457,0.37797744656782545,0.5492236429822258,0.0,Fake
0.9089904576069933,0.8425508924365046,0.8525353984800716,0.5451066433199199,0.9317915978079601,0.7891875796850784,0.6946084291130695,1.0,0.7362877160712044,0.8112979217221006,1.0,Real
0.6996322951064807,1.0,0.7110612972954593,0.5245285570322841,0.7131385403871083,0.7090914645378494,0.34546700355876425,0.7987303551080347,0.38582766359314674,0.8544309547220128,1.0,Real
0.9070976559932172,0.925438498864166,0.7155913883897959,0.7434784575279206,0.5203338746166417,0.8271382134026752,0.8358086162571217,0.8001745558802664,0.4553100408492267,0.6998884153530089,1.0,Real
0.24618993925212018,0.30887442927135045,0.36656651410361996,0.8295292363782281,0.699627413824167,0.5580123639805152,0.2020457672054065,0.08307787861795346,0.2728654738044303,0.4369005292182611,0.0,Fake
0.8391062776173419,0.3063908209215252,0.180473214276183,0.71608119430602,0.13207339253152228,0.19304761837445927,0.2758983802819942,0.06888659616427156,0.3531236667899206,0.5304554347573294,0.0,Fake
0.8583572036741657,0.6940750271862349,1.0,0.6900545721578096,0.7837027088627829,0.8898886247809634,0.5372451400600453,0.7993222729204315,0.07680945560248709,0.9393876155140773,1.0,Real
0.4784862416440888,0.7280881370311565,0.3598616663040445,0.4643271473323175,0.22835469851104812,0.4226231255489047,0.41222199822863903,0.0,0.753055022092128,0.6081288921845094,0.0,Fake
0.704792102415347,0.2504855003381572,0.5799344037757495,0.8250404807256022,0.6035303022375947,0.40774560060196724,0.1185766762573458,0.08337432904443864,0.03969755018821414,0.4824103669516946,0.0,Fake
0.5692189546050624,0.5178937009036809,0.5936389423508512,0.642018757615336,0.5244394000145955,0.28698265376117826,0.2356507916087877,0.4165215020648395,0.5366256144682139,0.30545585984467855,0.0,Fake
0.5949011742829601,0.07949826211185551,0.033282322042483936,0.7204896093383129,0.3071864604544277,0.42588107952102194,0.4880945372243026,0.4031233986345067,0.48155263523007474,0.3360935427515461,0.0,Fake
0.3463726390049375,0.38523796450053843,0.21663025660968724,0.8866847740532883,0.22850554247593852,0.26912760146199544,0.2127441728489831,0.0634657420520694,0.37916729404307675,0.4670598873032676,0.0,Fake
0.5232250517338434,0.14403763029163097,0.3253311871907779,0.8728972154892538,0.21886245610771124,0.3028577510286663,0.16210735160280343,0.5738489835128192,0.29110884848239316,0.6405511090252366,0.0,Fake
1.0,0.7213644312409052,0.8579636913222273,0.5560090563193254,0.6065345434772986,0.8208609416820566,0.9726174042803948,1.0,0.928861202088062,0.7498937108135031,1.0,Real
0.34580965578154343,0.1986472045968147,0.0,0.36646387480942044,0.5416771639684085,0.36033219537021594,0.3958149376411405,0.5648636025431123,0.3948679313556165,0.5308035109522629,0.0,Fake
0.6457930303366413,0.6886076342830344,0.6713867403098112,0.7728532308050583,0.6266370101426699,0.9181546000986707,0.7500310597377295,1.0,0.7940101798389867,0.7732786025788468,1.0,Real
0.6530659035234295,1.0,0.570954475236528,0.8878731260415003,0.9000873477064467,0.6494069686385032,0.9588697950096493,0.25899024593634346,0.39675418218232766,0.7890482758156832,1.0,Real
0.5250931698499498,0.0,0.1358295162631122,0.8795366423142028,0.09390888579950663,0.38789596424421613,0.5514887946390397,0.09901546639954145,0.3869420949562166,0.537583107502131,0.0,Fake
0.7349768885280071,0.7194489374734552,0.6183026119865158,0.625967946894021,0.716028166214771,0.8051048260224267,0.8870376939349874,0.6478265725930056,0.5515682890461047,0.7093314598436147,1.0,Real
0.871837898832805,0.6556062718775666,0.5275007934828119,0.4719569811639085,0.3620171989230327,0.4276624010846899,0.5999009801412317,0.08344452050407003,0.28011213455660877,0.19548625024875182,0.0,Fake
0.6780732388790751,0.2712940288060542,0.3857389433620951,0.6019805656412789,0.4706189369897667,0.17989294425059119,0.8470379833357783,0.4029550621955959,0.6050781475998029,0.31965711328455415,0.0,Fake
0.7875739275518815,0.8019672314245464,0.6479962917632264,0.7848380545741506,0.7939608709948022,0.6428472872960448,1.0,0.5476472884115393,0.3453487433349804,0.8484830412950745,1.0,Real
0.700916362895478,0.17098603154467903,0.4694456436506769,0.7939652008680916,0.4426412584198246,0.07657243870795083,0.5196348425333336,0.10349533704629815,0.4604599875359046,0.47512618672920015,0.0,Fake
0.5679161236049304,0.04667149011584171,0.6453868852236548,0.6792876498007777,0.39335511275252577,0.13053949447343116,0.23222663465226076,0.1825475137900599,0.22842494786483641,0.24217545937020424,0.0,Fake
0.8545431606766103,0.6999270765365985,0.9259686956379962,0.8054463288297141,0.7339046783993657,0.8171575388715416,0.5143685771897251,0.5229180239542526,0.3995138895162058,0.7714414642145561,1.0,Real
0.7214941447497758,0.6963831865784359,0.7229412477356388,0.9559272712014795,0.418220713300574,0.9800150551944489,0.5364064271324782,0.5472198746702314,0.46833168812273906,0.838282990465608,1.0,Real
0.7589898945399493,0.7916065406937287,0.9540987893757976,0.5536769401321332,0.2970731766268762,0.7775774317130543,1.0,0.6798912179326619,0.9761480233243442,0.6762545721551929,1.0,Real
0.7234579158758926,0.630255413319232,0.5431021157978209,0.6403604940087122,0.7450309540689304,1.0,0.6723583051445743,0.7510042176547534,0.34961810247386466,0.9282589910172125,1.0,Real
0.37508914276896405,1.0,0.5415641299854606,0.5031901879564662,0.903385564801446,1.0,0.9576409227765778,0.9846727892305047,0.8908072437830626,0.8780123338170461,1.0,Real
0.8656113777973935,0.4704236640784967,0.3644073722567489,0.6025952770579178,0.15961630799555285,0.3654961037037725,0.40155050802855013,0.1016478849036751,0.41683528344897947,0.3189481902350502,0.0,Fake
0.7266152733094998,0.6677569055264099,0.7740027338779182,0.8252674104251317,0.9176098223853691,0.967274884483939,0.6960347031316372,0.8905153010450455,0.6570855126651813,0.7890420759874329,1.0,Real
0.5608674068497432,0.8876792920582164,1.0,0.904869789082672,0.522094505106898,0.6773648890700623,0.9400366723779934,0.4030976003155208,0.7458396776310079,0.8661951080144005,1.0,Real
0.4750979089822845,0.22756661656903582,0.4482415330823992,0.7328445873783962,0.32212055986735316,0.49793063034493423,0.0,0.6136604649705338,0.36453610486586824,0.2677013710875639,0.0,Fake
0.7986125954092193,0.6922376579375525,0.6484616999541062,0.8417514433261302,0.9046499283743926,0.8896920178674298,0.6241173715166042,0.395153576184641,0.2665424107984115,0.8963317690683539,1.0,Real
0.7658841679672851,0.8376619470708726,1.0,0.5153637582433424,0.9925818862452935,0.7656533906284819,0.6151823927515307,1.0,0.5075369105805674,0.8882475167886689,1.0,Real
0.9136364859054652,0.12954605190882887,0.4195123227607104,0.8622271129449611,0.42113378971264587,0.38831547923881793,0.4512481978611852,0.6394611398783613,0.4636206410257292,0.14006890021801174,0.0,Fake
0.5624388399045424,0.840677298953305,0.8823499593485113,0.682186450075038,0.6794936778360747,0.7898817344478073,0.6844920395939107,0.6526900729238586,0.6454335422406273,0.7129461448881005,1.0,Real
0.8516888807008903,0.6768132887781446,1.0,0.6591427615494992,0.861314305801396,0.7948938870609737,0.9452611934098197,0.5115298451532412,0.2173237171672685,0.6369873194480725,1.0,Real
0.9110447624789658,0.596022705088341,0.7699454511220314,0.6449818777591241,0.9292569943387263,0.5215219642824338,0.6661617229092618,0.37160832380965375,0.12452444249541617,0.7401374608390519,1.0,Real
0.7414064719221569,0.4487309695286302,0.6092126123562792,0.9508398856146291,0.2768988126029468,0.31974015595349553,0.07084215956150292,0.46826984835168006,0.20520193365147815,0.3109219297645952,0.0,Fake
0.7766551501399881,0.5496983461934848,0.8070296776508945,0.8415878617925735,0.833968567189656,0.9121171088331933,0.8750883231823356,0.7168877029697043,0.6688971089821456,0.5008558599726013,1.0,Real
0.9109467071649018,1.0,0.6321020951047527,0.5428433095269338,0.7955727893407314,0.8582343757689215,0.7153700439232846,0.3382426009952317,0.38708121946089613,0.8539377934547416,1.0,Real
0.6789159970968439,0.37572349008099326,0.30486872385754965,0.9052119025732901,0.47746493660461453,0.6732600085443833,0.07145290556660067,0.34308987520920725,0.02665732501039708,0.30412353362890654,0.0,Fake
0.6473055261359995,0.8685938398744153,0.4544844273432247,0.8838896007448964,0.5683242106078829,0.8596146178599786,0.7521409601754652,0.4642415837095083,0.4249505457260011,0.8529477685435051,1.0,Real
0.8189958214408675,0.6483426945371841,1.0,0.7704802996624106,0.6952017673031837,0.7777020458797362,0.5479310565705455,0.5181921450222711,0.0055080669513281055,0.6514658581542907,1.0,Real
0.5911277088976876,0.2090543128778232,0.0424830407101649,0.2650729180197277,0.26081125722776793,0.37262809141060454,0.2773766677688867,0.0,0.2723306123397683,0.2888761777863374,0.0,Fake
0.8691397019432741,0.5618565865246126,0.7940336898249944,0.5465127293064893,0.819964497365029,0.7446537776553774,0.5077302276141735,1.0,0.837566848974574,0.6284621344478428,1.0,Real
0.3127492270143764,0.5755560501267797,0.36722217365179555,0.565972736122108,0.5480332477918578,0.3065737850107595,0.4553073367344614,0.2545178587614399,0.2200346229005127,0.3668336460371392,0.0,Fake
0.7141601851245458,0.6949763382277969,0.6912362776434268,0.6116384723252246,0.9923063534204163,0.701651929618299,0.9325737781238245,0.6198771970740135,0.056009175027095126,0.6852569530922927,1.0,Real
0.804209340826262,0.9807054849698954,0.7446260941335072,0.9846965483721009,0.35703823438653837,0.8732853756562836,0.7630570602357257,0.7475549642168676,0.3653256254176094,0.4518646628098661,1.0,Real
0.5787466328799742,0.7209510811080423,0.6424766519095793,0.47001950743904103,0.7375978971235951,0.7317378737425074,0.9770174614863196,0.4795550714005352,0.45066918686215957,1.0,1.0,Real
0.6054361610684084,0.6064273627657436,0.8015681822324828,0.7427021472644323,0.754919549311738,0.6362256997949896,0.7154398928691349,0.6859828739092834,0.37213445147907387,0.9052874002085629,1.0,Real
0.8895592836915731,0.6781229126976575,0.980411346902417,0.7056312762230231,0.398576402630055,0.0,0.4606298312758418,0.24035994036664543,0.7346891589649907,0.19507700599628358,0.0,Fake
0.8337490368782583,0.7614008087118618,0.8308133988669554,0.611898961038095,0.7754041236054117,0.537942825464253,0.733316090797695,0.5952541495666479,1.0,0.9354139762815656,1.0,Real
0.4040148850435511,0.9236806111333536,0.016280148224360913,0.6104657822902042,0.3154396525207071,0.504384030967335,0.43826143033984916,0.20336876057800066,0.395799278491868,0.0,0.0,Fake
0.8369449759820363,0.798869447487325,0.7791576452366004,0.6970250560783967,0.8007725765192537,0.7056897884791455,0.7752691464404421,0.8447244498855694,0.7111488581037941,0.9209817841693568,1.0,Real
0.8256479566537676,0.06675458884147084,0.11976925268942612,0.8590215728006905,0.18812383578344916,0.5413406372771317,0.4533893031496742,0.3056973474095752,0.34553994325638937,0.21222289148491885,0.0,Fake
0.717347819515917,0.9148165277980785,0.8738124523482045,0.8720264454000958,0.9458218210731494,0.7531505762449139,0.8522929456942446,0.9008676721514679,0.714763585978355,0.7304785418448473,1.0,Real
0.4054470966479998,0.1779229978440996,0.2672788933156711,0.7442848862560905,0.4613106249067516,0.0829036861800217,0.4472072578835274,0.040539202212326875,0.5665382107774146,0.25577506963642427,0.0,Fake
0.477092243261781,0.6870028557417018,0.46257617203487095,0.5745862494670559,0.7474122223398882,0.24380582043760707,0.2829724437657096,0.4184675668979243,0.6608320841429548,0.5207951953104447,0.0,Fake
0.5634205146913073,0.646064220330614,0.6422389101646204,0.8842386565416662,0.7057575482561959,0.93716131090106,0.6489764063634197,0.5627689116985031,0.26860322149200777,1.0,1.0,Real
0.3570387728222713,0.2987438351496855,0.30281669413757517,0.6042121262282454,0.24304866583113535,0.4089942911417643,0.050548470964271064,0.6061879153333455,0.21691554037410787,0.4943806970876283,0.0,Fake
0.39056848626194707,0.0,0.3953368496989194,0.46833492276276334,0.2393820366171735,0.48917276781875707,0.5846884553264889,0.2954910557276381,0.2818802586180277,0.4500286066227767,0.0,Fake
0.6596903627962879,0.24434059066740416,0.5572175302092512,0.4749285176255497,0.15597514792407124,0.2704884469016557,0.5975307515023996,0.4259535272081792,0.1563908482979509,0.2879384589230192,0.0,Fake
0.5604759064408068,0.25889209479522585,0.17215183435433512,0.7209246694221187,0.5252093585059588,0.6445341351501963,0.22920387480615406,0.30409026892793056,0.022103167494913145,0.2715057787878254,0.0,Fake
0.47307182066428594,0.6105733709711385,0.5255206117364881,0.6524964098389653,0.7374843045314459,0.5325532170452205,0.6117210280312031,0.8175661070458962,0.4538857802557271,0.7604016505554375,1.0,Real
0.5655675608321374,0.8245048834854782,0.680203431482992,0.7341077468543796,1.0,0.524554450740727,0.788060949224186,0.5317430422396211,0.4147482835542752,0.7646974730206343,1.0,Real
0.7506838927004862,0.24885065914761262,0.13821848258867986,0.8046380455508798,0.742517438106159,0.35073913436956944,0.5522926070816713,0.6182951831061763,0.20150315349232317,0.2529388329264263,0.0,Fake
0.7713474842940917,0.6952453091271265,0.17253410822884574,0.7052331920634113,0.42125055774121667,0.6023038505071032,0.2165621830444989,0.20340622017524818,0.5692139814954797,0.4350642616660221,0.0,Fake
0.8567422317133335,0.5813036862243196,0.5198828743896566,0.9416515232847764,0.7998471017969387,0.637727019516517,0.9826727963283785,0.31154583367133426,0.6641720026825998,0.7601277722115164,1.0,Real
0.8076098173408961,0.745095787785886,0.43988368499401853,0.7366319940730818,0.554329574924272,0.8504508823245057,0.8049897369145272,0.8156117629786619,0.8806861167212839,0.5911179717166573,1.0,Real
0.6404560815242438,0.33379080705565123,0.14831025349053004,0.5173894309754572,0.05559258539464168,0.07523303502026796,0.6256939254923009,0.3731649174453892,0.42792090481839756,0.0,0.0,Fake
